name,rating,genre,year,released,score,votes,director,writer,star,country,budget,gross,company,runtime
The Killer Inside Me,R,Crime,2010,"June 8, 2010 (United Kingdom)",6.1,33000,Michael Winterbottom,John Curran,Casey Affleck,United Kingdom,13000000,4052191,Hero Entertainment,109
The Extra Man,R,Comedy,2010,"January 27, 2011 (Greece)",5.8,4800,Shari Springer Berman,Robert Pulcini,Kevin Kline,France,7000000,649626,3 Arts Entertainment,108
Greenberg,R,Comedy,2010,"March 26, 2010 (United States)",6.1,37000,Noah Baumbach,Jennifer Jason Leigh,Ben Stiller,United States,0,6344112,Scott Rudin Productions,107
Stone,R,Drama,2010,"October 22, 2010 (United States)",5.4,41000,John Curran,Angus MacLachlan,Edward Norton,United States,22000000,10300416,Millennium Films,105
Why Did I Get Married Too?,PG-13,Comedy,2010,"April 2, 2010 (United States)",4.7,9200,Tyler Perry,Tyler Perry,Janet Jackson,United States,20000000,60673972,Lionsgate,121
The Last Exorcism,PG-13,Horror,2010,"August 27, 2010 (United States)",5.7,49000,Daniel Stamm,Huck Botko,Patrick Fabian,France,1800000,69432527,Strike Entertainment,87
Dirty Girl,R,Comedy,2010,"July 7, 2011 (Thailand)",6.4,10000,Abe Sylvia,Abe Sylvia,Juno Temple,United States,4000000,143485,The Weinstein Company,90
London Boulevard,R,Crime,2010,"November 26, 2010 (United Kingdom)",6.2,47000,William Monahan,William Monahan,Colin Farrell,United States,25000000,8307227,GK Films,103
Fair Game,PG-13,Biography,2010,"December 3, 2010 (United States)",6.8,47000,Doug Liman,Jez Butterworth,Naomi Watts,United States,22000000,25806953,River Road Entertainment,108
The Silence,Not Rated,Crime,2010,"August 19, 2010 (Germany)",7,6900,Baran bo Odar,Baran bo Odar,Ulrich Thomsen,Germany,0,416675,Cine Plus,118
The Back-up Plan,PG-13,Comedy,2010,"April 23, 2010 (United States)",5.4,49000,Alan Poul,Kate Angelo,Jennifer Lopez,United States,35000000,77477008,CBS Films,104
What If...,PG,Drama,2010,"April 23, 2010 (Brazil)",6.4,2600,Dallas Jenkins,Chuck Konzelman,Kevin Sorbo,United States,0,814906,10 West Studios,111
Udaan,Not Rated,Drama,2010,"July 16, 2010 (India)",8.2,43000,Vikramaditya Motwane,Vikramaditya Motwane,Rajat Barmecha,India,0,434862,UTV Spotboy,134
Don't Be Afraid of the Dark,R,Fantasy,2010,"August 26, 2011 (United States)",5.6,47000,Troy Nixey,Guillermo del Toro,Katie Holmes,United States,25000000,38269529,Miramax,99
Country Strong,PG-13,Drama,2010,"January 7, 2011 (United States)",6.3,18000,Shana Feste,Shana Feste,Garrett Hedlund,United States,15000000,20529194,Screen Gems,117
Little White Lies,Not Rated,Comedy,2010,"October 20, 2010 (Belgium)",7.1,24000,Guillaume Canet,Guillaume Canet,FranÃ§ois Cluzet,France,0,53319615,TrÃ©sor Films,154
Charlie St. Cloud,PG-13,Drama,2010,"July 30, 2010 (United States)",6.4,60000,Burr Steers,Craig Pearce,Zac Efron,United States,44000000,48190704,Universal Pictures,99
Snabba Cash,R,Action,2010,"January 15, 2010 (Sweden)",6.7,17000,Daniel Espinosa,Daniel Espinosa,Joel Kinnaman,Sweden,0,8444544,Tre VÃ¤nner Produktion AB,124
Stake Land,R,Drama,2010,"June 17, 2011 (Ireland)",6.5,41000,Jim Mickle,Nick Damici,Connor Paolo,United States,650000,405380,Glass Eye Pix,98
Vanishing on 7th Street,R,Horror,2010,"February 5, 2011 (Japan)",4.9,25000,Brad Anderson,Anthony Jaswinski,Hayden Christensen,United States,10000000,1671196,Herrick Entertainment,92
Barney's Version,R,Comedy,2010,"February 18, 2011 (United States)",7.3,24000,Richard J. Lewis,Mordecai Richler,Paul Giamatti,Italy,30000000,12106921,Serendipity Point Films,134
You Will Meet a Tall Dark Stranger,R,Comedy,2010,"October 22, 2010 (United States)",6.3,44000,Woody Allen,Woody Allen,Anthony Hopkins,United States,22000000,36015260,Mediapro,98
The Conspirator,PG-13,Crime,2010,"April 15, 2011 (United States)",6.9,28000,Robert Redford,James D. Solomon,Robin Wright,United States,25000000,15625544,The American Film Company,122
Furry Vengeance,PG,Comedy,2010,"April 30, 2010 (United States)",3.8,16000,Roger Kumble,Michael Carnes,Brendan Fraser,United Kingdom,35000000,36351945,Summit Entertainment,92
The Tempest,PG-13,Comedy,2010,"January 7, 2011 (Brazil)",5.4,7500,Julie Taymor,Julie Taymor,Helen Mirren,United States,20000000,405861,Miramax,110
Henry's Crime,R,Comedy,2010,"January 14, 2011 (United Kingdom)",6,19000,Malcolm Venville,Sacha Gervasi,Keanu Reeves,United States,12000000,2169799,Company Films,108
Extraordinary Measures,PG,Drama,2010,"January 22, 2010 (United States)",6.4,16000,Tom Vaughan,Robert Nelson Jacobs,Brendan Fraser,United States,31000000,15134293,CBS Films,106
Yogi Bear,PG,Animation,2010,"December 17, 2010 (United States)",4.6,21000,Eric Brevig,Jennifer Ventimilia,Dan Aykroyd,United States,80000000,203509374,Warner Bros.,80
My Soul to Take,R,Horror,2010,"October 8, 2010 (United States)",4.8,20000,Wes Craven,Wes Craven,Max Thieriot,United States,25000000,21500813,Rogue,107
Elle s'appelait Sarah,PG-13,Drama,2010,"July 22, 2011 (United States)",7.5,17000,Gilles Paquet-Brenner,Tatiana De Rosnay,Kristin Scott Thomas,France,0,24792815,Hugo Productions,111
The Warrior's Way,R,Action,2010,"December 3, 2010 (United States)",6.3,26000,Sngmoo Lee,Sngmoo Lee,Jang Dong-Gun,New Zealand,42000000,11103434,Rogue,100
Hatchet II,R,Action,2010,November 2010 (Australia),5.5,13000,Adam Green,Adam Green,Danielle Harris,United States,800000,156190,ArieScope Pictures,85
The Trip,Not Rated,Comedy,2010,"April 24, 2011 (Greece)",7,22000,Michael Winterbottom,NA,Steve Coogan,United Kingdom,0,3945217,Baby Cow Productions,112
Hesher,R,Drama,2010,"June 25, 2011 (Japan)",7,51000,Spencer Susser,Spencer Susser,Joseph Gordon-Levitt,United States,7000000,449702,The Last Picture Company,106
For Colored Girls,R,Drama,2010,"November 5, 2010 (United States)",6.1,7300,Tyler Perry,Tyler Perry,Janet Jackson,United States,21000000,37981984,Lionsgate,133
The Perfect Host,R,Comedy,2010,"May 7, 2011 (Japan)",6.8,26000,Nick Tomnay,Nick Tomnay,David Hyde Pierce,United States,500000,453708,Stacey Testro International,93
Love Ranch,R,Biography,2010,"January 6, 2011 (Netherlands)",5.6,3000,Taylor Hackford,Mark Jacobson,Helen Mirren,Germany,25000000,146149,Aramid Entertainment Fund,117
Love Crime,Not Rated,Crime,2010,"September 2, 2011 (United States)",6.5,5200,Alain Corneau,Alain Corneau,Ludivine Sagnier,France,0,3696522,SBS Films,106
Passion Play,R,Drama,2010,"July 2, 2011 (Taiwan)",4.6,7400,Mitch Glazer,Mitch Glazer,Mickey Rourke,United States,8000000,25603,Annapurna Productions,94
Kaboom,Not Rated,Comedy,2010,"October 6, 2010 (France)",5.7,13000,Gregg Araki,Gregg Araki,Thomas Dekker,United States,0,635162,Desperate Pictures,86
Everything Must Go,R,Drama,2010,"October 14, 2011 (United Kingdom)",6.4,49000,Dan Rush,Dan Rush,Will Ferrell,United States,5000000,2820490,Temple Hill Entertainment,97
Captain America: the First Avenger,PG-13,Action,2011,"July 22, 2011 (United States)",6.9,769000,Joe Johnston,Christopher Markus,Chris Evans,United States,140000000,370569774,Paramount Pictures,124
Thor,PG-13,Action,2011,"May 6, 2011 (United States)",7,772000,Kenneth Branagh,Ashley Miller,Chris Hemsworth,United States,150000000,449326618,Paramount Pictures,115
Harry Potter and the Deathly Hallows: Part 2,PG-13,Adventure,2011,"July 15, 2011 (United States)",8.1,790000,David Yates,Steve Kloves,Daniel Radcliffe,United Kingdom,125000000,1342321665,Warner Bros.,130
Take Shelter,R,Drama,2011,"November 10, 2011 (Croatia)",7.4,95000,Jeff Nichols,Jeff Nichols,Michael Shannon,United States,5000000,3741098,Hydraulx,120
Bridesmaids,R,Comedy,2011,"May 13, 2011 (United States)",6.8,276000,Paul Feig,Kristen Wiig,Kristen Wiig,United States,32500000,288383523,Universal Pictures,125
Fast Five,PG-13,Action,2011,"April 29, 2011 (United States)",7.3,362000,Justin Lin,Chris Morgan,Vin Diesel,United States,125000000,626137675,Universal Pictures,130
Midnight in Paris,PG-13,Comedy,2011,"June 10, 2011 (United States)",7.7,398000,Woody Allen,Woody Allen,Owen Wilson,Spain,17000000,151653750,Mediapro,94
Moneyball,PG-13,Biography,2011,"September 23, 2011 (United States)",7.6,385000,Bennett Miller,Steven Zaillian,Brad Pitt,United States,50000000,110206216,Columbia Pictures,133
The Girl with the Dragon Tattoo,R,Crime,2011,"December 21, 2011 (United States)",7.8,435000,David Fincher,Steven Zaillian,Daniel Craig,United States,90000000,232617430,Columbia Pictures,158
Just Go with It,PG-13,Comedy,2011,"February 11, 2011 (United States)",6.4,227000,Dennis Dugan,Allan Loeb,Adam Sandler,United States,80000000,214945591,Columbia Pictures,117
The Intouchables,R,Biography,2011,"November 2, 2011 (France)",8.5,785000,Olivier Nakache,Olivier Nakache,FranÃ§ois Cluzet,France,0,426588510,Quad Productions,112
Drive,R,Crime,2011,"September 16, 2011 (United States)",7.8,587000,Nicolas Winding Refn,Hossein Amini,Ryan Gosling,United States,15000000,77187281,FilmDistrict,100
Green Lantern,PG-13,Action,2011,"June 17, 2011 (United States)",5.5,272000,Martin Campbell,Greg Berlanti,Ryan Reynolds,United States,200000000,219851172,Warner Bros.,114
The Cabin in the Woods,R,Horror,2011,"April 13, 2012 (United States)",7,387000,Drew Goddard,Joss Whedon,Kristen Connolly,United States,30000000,69935600,Lionsgate,95
The Help,PG-13,Drama,2011,"August 10, 2011 (United States)",8,436000,Tate Taylor,Tate Taylor,Emma Stone,United States,25000000,216639112,DreamWorks,146
"Crazy, Stupid, Love.",PG-13,Comedy,2011,"July 29, 2011 (United States)",7.4,487000,Glenn Ficarra,Dan Fogelman,Steve Carell,United States,50000000,145051197,Carousel Productions (II),118
No Strings Attached,R,Comedy,2011,"January 21, 2011 (United States)",6.2,219000,Ivan Reitman,Elizabeth Meriwether,Natalie Portman,United States,25000000,149228077,Paramount Pictures,108
Pirates of the Caribbean: on Stranger Tides,PG-13,Action,2011,"May 20, 2011 (United States)",6.6,492000,Rob Marshall,Ted Elliott,Johnny Depp,United States,250000000,1045713802,Walt Disney Pictures,136
Sucker Punch,PG-13,Action,2011,"March 25, 2011 (United States)",6,235000,Zack Snyder,Zack Snyder,Emily Browning,United States,82000000,89792502,Warner Bros.,110
Warrior,PG-13,Action,2011,"September 9, 2011 (United States)",8.1,445000,Gavin O'Connor,Gavin O'Connor,Tom Hardy,United States,25000000,23308615,Lionsgate,140
Kung Fu Panda 2,PG,Animation,2011,"May 26, 2011 (United States)",7.2,262000,Jennifer Yuh Nelson,Jonathan Aibel,Jack Black,United States,150000000,665692281,DreamWorks Animation,90
Friends with Benefits,R,Comedy,2011,"July 22, 2011 (United States)",6.5,348000,Will Gluck,Keith Merryman,Mila Kunis,United States,35000000,149542245,Screen Gems,109
Immortals,R,Action,2011,"November 11, 2011 (United States)",6,163000,Tarsem Singh,Charley Parlapanides,Henry Cavill,United States,75000000,226904017,Relativity Media,110
X-Men: First Class,PG-13,Action,2011,"June 3, 2011 (United States)",7.7,657000,Matthew Vaughn,Ashley Miller,James McAvoy,United States,160000000,352616690,Twentieth Century Fox,131
Contagion,PG-13,Drama,2011,"September 9, 2011 (United States)",6.7,290000,Steven Soderbergh,Scott Z. Burns,Matt Damon,United Arab Emirates,60000000,136515867,Warner Bros.,106
Bad Teacher,R,Comedy,2011,"June 24, 2011 (United States)",5.6,196000,Jake Kasdan,Gene Stupnitsky,Cameron Diaz,United States,20000000,216197492,Columbia Pictures,92
In Time,PG-13,Action,2011,"October 28, 2011 (United States)",6.7,379000,Andrew Niccol,Andrew Niccol,Justin Timberlake,United States,40000000,173930596,New Regency Productions,109
One Day,PG-13,Drama,2011,"August 19, 2011 (United States)",7,143000,Lone Scherfig,David Nicholls,Anne Hathaway,United States,15000000,59389433,Focus Features,107
Scream 4,R,Horror,2011,"April 15, 2011 (United States)",6.1,131000,Wes Craven,Kevin Williamson,Neve Campbell,United States,40000000,97231420,Dimension Films,111
Shame,NC-17,Drama,2011,"January 13, 2012 (United Kingdom)",7.2,187000,Steve McQueen,Steve McQueen,Michael Fassbender,United Kingdom,6500000,19123767,Fox Searchlight Pictures,101
Mission: Impossible - Ghost Protocol,PG-13,Action,2011,"December 21, 2011 (United States)",7.4,466000,Brad Bird,Bruce Geller,Tom Cruise,United States,145000000,694713380,Paramount Pictures,132
Super 8,PG-13,Mystery,2011,"June 10, 2011 (United States)",7,343000,J.J. Abrams,J.J. Abrams,Elle Fanning,United States,50000000,260095986,Paramount Pictures,112
We Need to Talk About Kevin,R,Drama,2011,"October 21, 2011 (United Kingdom)",7.5,142000,Lynne Ramsay,Lynne Ramsay,Tilda Swinton,United Kingdom,7000000,9232318,BBC Films,112
Limitless,PG-13,Sci-Fi,2011,"March 18, 2011 (United States)",7.4,538000,Neil Burger,Leslie Dixon,Bradley Cooper,United States,27000000,161849455,Relativity Media,105
Unknown,PG-13,Action,2011,"February 18, 2011 (United States)",6.8,253000,Jaume Collet-Serra,Oliver Butcher,Liam Neeson,United Kingdom,30000000,135710029,Dark Castle Entertainment,113
Transformers: Dark of the Moon,PG-13,Action,2011,"June 29, 2011 (United States)",6.2,390000,Michael Bay,Ehren Kruger,Shia LaBeouf,United States,195000000,1123794079,Paramount Pictures,154
Cowboys & Aliens,PG-13,Action,2011,"July 29, 2011 (United States)",6,211000,Jon Favreau,Roberto Orci,Daniel Craig,United States,163000000,174822325,Universal Pictures,119
Tinker Tailor Soldier Spy,R,Drama,2011,"January 6, 2012 (United States)",7.1,192000,Tomas Alfredson,John le CarrÃ©,Gary Oldman,United Kingdom,0,81529126,StudioCanal,122
The Twilight Saga: Breaking Dawn - Part 1,PG-13,Adventure,2011,"November 18, 2011 (United States)",4.9,228000,Bill Condon,Melissa Rosenberg,Kristen Stewart,United States,110000000,712205856,Summit Entertainment,117
Conan the Barbarian,R,Action,2011,"August 19, 2011 (United States)",5.2,96000,Marcus Nispel,Thomas Dean Donnelly,Jason Momoa,United States,90000000,63523283,Lionsgate,113
Cars 2,G,Animation,2011,"June 24, 2011 (United States)",6.1,168000,John Lasseter,John Lasseter,Owen Wilson,United States,200000000,559852396,Walt Disney Pictures,106
Rango,PG,Animation,2011,"March 4, 2011 (United States)",7.2,245000,Gore Verbinski,John Logan,Johnny Depp,United States,135000000,245724603,Paramount Pictures,107
Melancholia,R,Drama,2011,"May 26, 2011 (Denmark)",7.2,172000,Lars von Trier,Lars von Trier,Kirsten Dunst,Denmark,7400000,17039814,Zentropa Entertainments,135
Source Code,PG-13,Action,2011,"April 1, 2011 (United States)",7.5,495000,Duncan Jones,Ben Ripley,Jake Gyllenhaal,United States,32000000,147332697,Summit Entertainment,93
Real Steel,PG-13,Action,2011,"October 7, 2011 (United States)",7,306000,Shawn Levy,John Gatins,Hugh Jackman,United States,110000000,299268508,Dreamworks Pictures,127
Horrible Bosses,R,Comedy,2011,"July 8, 2011 (United States)",6.8,428000,Seth Gordon,Michael Markowitz,Jason Bateman,United States,35000000,209838559,New Line Cinema,98
Rio,PG,Animation,2011,"April 15, 2011 (United States)",6.9,212000,Carlos Saldanha,Carlos Saldanha,Jesse Eisenberg,United States,90000000,483866518,Twentieth Century Fox Animation,96
The Skin I Live In,R,Drama,2011,"September 2, 2011 (Spain)",7.6,143000,Pedro AlmodÃ³var,Thierry Jonquet,Antonio Banderas,Spain,0,33750478,Blue Haze Entertainment,120
Sherlock Holmes: A Game of Shadows,PG-13,Action,2011,"December 16, 2011 (United States)",7.5,429000,Guy Ritchie,Michele Mulroney,Robert Downey Jr.,United States,125000000,543848418,Warner Bros.,129
The Three Musketeers,PG-13,Action,2011,"October 21, 2011 (United States)",5.7,105000,Paul W.S. Anderson,Alex Litvak,Logan Lerman,United States,75000000,132274484,Summit Entertainment,110
Sleeping Beauty,Not Rated,Drama,2011,"December 2, 2011 (United States)",5.3,32000,Julia Leigh,Julia Leigh,Emily Browning,Australia,0,408680,Screen Australia,101
Tower Heist,PG-13,Action,2011,"November 4, 2011 (United States)",6.2,137000,Brett Ratner,Adam Cooper,Eddie Murphy,United States,75000000,152930623,Universal Pictures,104
Paul,R,Adventure,2011,"March 18, 2011 (United States)",7,240000,Greg Mottola,Simon Pegg,Simon Pegg,United States,40000000,97984015,Universal Pictures,104
We Bought a Zoo,PG,Comedy,2011,"December 23, 2011 (United States)",7.1,138000,Cameron Crowe,Aline Brosh McKenna,Matt Damon,United States,50000000,120081841,Twentieth Century Fox,124
Rise of the Planet of the Apes,PG-13,Action,2011,"August 5, 2011 (United States)",7.5,504000,Rupert Wyatt,Rick Jaffa,James Franco,United States,93000000,481800873,Twentieth Century Fox,105
Your Highness,R,Adventure,2011,"April 8, 2011 (United States)",5.5,99000,David Gordon Green,Danny McBride,Danny McBride,United States,49900000,28013733,Universal Pictures,102
The Lincoln Lawyer,R,Crime,2011,"March 18, 2011 (United States)",7.3,221000,Brad Furman,John Romano,Matthew McConaughey,United States,40000000,86752352,Lionsgate,118
Colombiana,PG-13,Action,2011,"August 26, 2011 (United States)",6.4,97000,Olivier Megaton,Luc Besson,Zoe Saldana,France,40000000,71508440,EuropaCorp,108
Larry Crowne,PG-13,Comedy,2011,"July 1, 2011 (United States)",6.1,65000,Tom Hanks,Tom Hanks,Tom Hanks,United States,30000000,75055070,Universal Pictures,98
Abduction,PG-13,Action,2011,"September 23, 2011 (United States)",5.1,78000,John Singleton,Shawn Christensen,Taylor Lautner,United States,35000000,82087155,Lionsgate,106
A Separation,PG-13,Drama,2011,"March 16, 2011 (Iran)",8.3,227000,Asghar Farhadi,Asghar Farhadi,Payman Maadi,Iran,500000,22926076,Asghar Farhadi Productions,123
Hugo,PG,Drama,2011,"November 23, 2011 (United States)",7.5,310000,Martin Scorsese,John Logan,Asa Butterfield,United Kingdom,150000000,185770310,Paramount Pictures,126
The Adjustment Bureau,PG-13,Romance,2011,"March 4, 2011 (United States)",7,248000,George Nolfi,George Nolfi,Matt Damon,United States,50200000,127869379,Universal Pictures,106
10 Years,PG-13,Comedy,2011,"October 5, 2012 (United States)",6.1,25000,Jamie Linden,Jamie Linden,Channing Tatum,United States,0,285984,Anchor Bay Films,100
The Tree of Life,PG-13,Drama,2011,"May 17, 2011 (France)",6.8,171000,Terrence Malick,Terrence Malick,Brad Pitt,United States,32000000,58409247,Cottonwood Pictures,139
